rating,enrollment,grade_span,name,address
-,20,K-8,Acker Special Programs Center School,"7159 HICKORY ST, Frisco"
92,600,PK-5,Acton Elementary School,"3200 ACTON RD, Granbury"
90,762,6-8,Acton Middle School,"1300 JAMES RD, Granbury"
30,716,6-8,Ad Wheat Middle School,"810 N COLONIAL, Cleburne"
2,159,PK-8,Batesland Elementary School,"1ST AND MAIN, Batesland"
37,366,K-5,Beadle Elementary School,"1214 MULBERRY, Yankton"
-,-,K-8,Beaver Creek Elementary School,"29996 301ST ST, Milboro"
53,405,9-12,Belle Fourche High School,"1301 12TH AVE, Belle Fourche"
-,394,5-8,Belle Fourche Middle School,"1302 ZIEBACH STREET, Belle Fourche"
5,162,9-12,Bennett County High School,"101 FIRST ST, Martin"
-,66,7-8,Bennett County Junior High School,"101 FIRST ST, Martin"
-,351,PK-6,Beresford Elementary School,"209 S 4TH ST, Beresford"
63,213,9-12,Beresford High School,"301 W MAPLE, Beresford"
-,111,7-8,Beresford Junior High School,"205 W MAPLE, Beresford"
-,91,K-12,Avon Lenox School,", Memphis"
5,701,9-12,B T Washington High School,"715 South Lauderdale, Memphis"
2,422,5-8,Bailey Middle School,"2000 Greenwood Avenue, Nashville"
97,748,K-5,Bailey Station Elementary School,"3435 Bailey Station Road, Collierville"
59,359,K-8,Baileyton Elementary School,"6535 Horton Highway, Greeneville"
83,445,K-5,Ball Camp Elementary School,"9801 Middlebrook Parkway, Knoxville"
12,417,K-5,Balmoral Elementary School,"5905 Grosvenor, Memphis"
79,"1,027",K-5,Barfield Elementary School,"350 Barfield- Crescent Road, Murfreesboro"
36,413,K-5,Barger Academy School,"4808 Brainerd Road, Chattanooga"
63,260,K-8,Bargerton Elementary School,"6141 Poplar Springs Road, Lexington"
81,705,K-5,Barksdale Elementary School,"1920 Madison Extension, Clarksville"
76,323,K-5,Barrets Elementary School,"10280 Godwin Road, Arlington"
-,-,9-12,Advantage Academy South High School,"4300 N UNIVERSITY DR, STE C201, Sunrise"
-,-,K-8,Advantage Academy South School,"4300 N UNIVERSITY DR, STE C-201, Sunrise"
-,79,7-12,Ae Arf School,"823 W CENTRAL BLVD, Orlando"
45,369,9-12,Ae Asap School,"5600 CLARCONA OCOEE RD, Orlando"
9,703,6-12,Ae Beta School,"7510 LAUREL HILL OAKS CIR, Orlando"
23,316,11-12,Ae Fmec School,"100 E KENNEDY BLVD, Eatonville"
16,459,7-12,Ae Fs I School,"7510 LAUREL HILL OAKS CIR, Orlando"
-,44,7-12,Ae Fs Iii School,"3150 39TH ST, Orlando"
-,-,9-11,Ae Hbi School,"7531 LAUREL HILL OAK CIRCLE, Orlando"
66,159,K-12,Ae Lakeside School,"1718 E MICHIGAN AVE, Orlando"
20,281,8-12,Ae Ohh School,"3150 39TH ST, Orlando"
86,259,PK-5,AMBLER ELEMENTARY,"838 Ambler School Road, Pickens"
-,"1,674",10-12,ANDERSON DISTRICTS 1 & 2 CAREER CENTER,"702 Belton Hwy, Williamston"
77,668,PK-5,ANDERSON MILL ELEMENTARY,"1845 Old Anderson Mill Rd., "
49,630,9-12,ANDREW JACKSON HIGH,"6925 Kershaw Camden Highway, "
52,493,6-8,ANDREW JACKSON MIDDLE,"6865 Kershaw Camden Hwy, Kershaw"
33,800,PK-5,ANDREWS ELEMENTARY,"13072 County Line Rd., "
24,624,9-12,ANDREWS HIGH,"12890 County Line Road, "
23,379,PK-5,ANGEL OAK ELEMENTARY,"6134 Chisolm Road, Kiawah Island"
20,271,PK-5,ANNIE BURNSIDE ELEMENTARY,"7300 Patterson Road, "
-,"1,827",9-12,APPLIED TECHNOLOGY CENTER,"2399 West Main Street, "
-,843,9-12,APPLIED TECHNOLOGY EDUCATION CENTER,"874 Vocational Lane, Camden"
-,-,-,Arnold R. Burton Tech Center School,"1760 BOULEVARD, Salem"
-,563,PK-5,Arrowhead Elementary School,"5549 SUSQUEHANNA DR, Virginia Beach"
-,522,PK-5,Arthur Ashe Junior Elementary School,"1001 CEDAR FORK ROAD, Richmond"
-,682,PK-5,Ashburn Elementary School,"44062 FINCASTLE DR, Ashburn"
-,680,PK-5,Ashby Lee Elementary School,"480 STONEWALL LANE, Quicksburg"
-,826,PK-5,Ashland Elementary School,"15300 BOWMANS FOLLY DR., Manassas"
-,369,PK-5,Ashlawn Elementary School,"5950 N. 8TH ROAD, Arlington"
-,197,PK-5,Atkins Elementary School,"5903 LEE HWY, Atkins"
50,"1,537",9-12,Atlee High School,"9414 ATLEE STATION ROAD, Mechanicsville"
-,589,PK-5,Auburn Elementary School,"4315 RINER RD, Riner"
57,413,9-12,Auburn High School,"4163 RINER RD, Riner"
59,470,6-8,Auburn Middle School,"7270 RILEY RD., Warrenton"
-,150,K-1,Asa Messer Annex School,"245 Althea Street, Providence"
44,257,2-5,Asa Messer Elementary School,"158 Messer Street, Providence"
74,223,PK-5,Ashaway Elementary School,"12A Hillside Avenue, Ashaway"
51,360,K-5,Ashton School,"130 Scott Road, Cumberland"
91,399,PK-1,Austin T. Levy School,"135 Harrisville Main Street, Harrisville"
50,322,K-5,B.F. Norton Elementary School,"364 Broad Street, Cumberland"
92,"1,129",9-12,Barrington High School,"220 Lincoln Avenue, Barrington"
97,835,6-8,Barrington Middle School,"Middle Highway, Barrington"
-,-,-,Barrington School,"283 County Road PO Box 95, Barrington"
47,386,K-5,Bernon Heights School,"657 Logee Street, Woonsocket"
69,70,9-12,Birch Vocational Center School,"434 Mt. Pleasant Avenue, Providence"
44,383,6-8,Birchwood Middle School,"10 Birchwood Drive, North Providence"
84,598,EE-5,Ada Mae Faubion Elementary School,"1209 CYPRESS CREEK RD, Cedar Park"
92,882,EE-5,Adam Elementary School,"11303 HONEYGROVE LN, Houston"
74,518,EE K-5,Adams Elementary School,"1492 IS GROVE RD, Cleburne"
69,553,EE-5,Adams Hill Elementary School,"9627 ADAMS HILL DR, San Antonio"
35,768,6-8,Adams Middle School,"833 W TARRANT RD, Grand Prairie"
34,830,7 8,Adams Middle School,"901 E THIRD ST, Alice"
-,-,EE-12,Adaptive Behavior School,"1715 HWY 146 BYPASS, Liberty"
-,-,1-12,Adaptive Behavior Unit School,"1715 HWY 146 BYPASS, Liberty"
-,-,2-12,Adaptive Behavioral Unit School,"1715 HWY 146 BYPASS, Liberty"
59,481,EE-5,Adelle Turner Elementary School,"5505 S POLK ST, Dallas"
-,38,EE-12,Admin Services School,"4250 COOK RD, Houston"
-,-,6-8,Adolescent Intervention Center School,"3736 PERRIN CENTRAL, San Antonio"
-,72,PK-6,Big Stone City Elementary School,"655 WALNUT ST, Big Stone City"
-,-,7-8,Big Stone City Junior High School,"655 WALNUT ST, Big Stone City"
-,-,K-8,Big White Elementary School,"19910 222ND ST, Wall"
47,86,K-6,Bison Elementary School,"200 E CARR ST, Bison"
-,25,9-12,Bison High School,"200 E CARR ST, Bison"
-,16,7-8,Bison Junior High School,"200 E CARR ST, Bison"
55,295,PK-5,Black Hawk Elementary School,"7108 SEEAIRE ST, Black Hawk"
-,-,K-8,Blumengard Colony School,"35075 148TH ST, Faulkton"
-,-,PK-6,Blunt Elementary School,"202 W BUTTE ST, Blunt"
39,184,9-12,Bon Homme High School,"1404 FIR STREET, Tyndall"
-,136,6-8,Bon Homme Middle School,"1404 FIR STREET, Tyndall"
82,"1,009",K-5,Bartlett Elementary School,"3932 Billy Maher Road, Bartlett"
80,"1,900",9-12,Bartlett High School,"5688 Woodlawn, Bartlett"
10,450,K-5,Battle Academy For Teaching Learning School,"1601 Market Street, Chattanooga"
-,93,7-12,Baxter Alternative Learning Center School,"3515 Gallatin Road, Nashville"
79,566,K-4,Baxter Elementary School,"125 Elmore Town Road, Baxter"
61,796,K-8,Bean Station Elementary School,"200 Bean Station School Road, Bean Station"
82,325,K-5,Bearden Elementary School,"5717 Kingston Parkway, Knoxville"
92,"2,145",9-12,Bearden High School,"8352 Kingston Parkway, Knoxville"
65,"1,269",6-8,Bearden Middle School,"1000 Francis Road, Knoxville"
20,441,K-5,Beaumont Elementary/Magnet School,"1211 Beaumont Avenue, Knoxville"
47,251,K-8,Beaver Elementary School,"19830 Highway 22, North, Wildersville"
72,39,4-12,Ae Orjdc School,"2800 S BUMBY AVE, Orlando"
35,517,9-12,Ae Projcomp School,"7510 LAUREL HILL OAKS CIR, Orlando"
6,645,K-12,Ae Ubc School,"7510 LAUREL HILL OAKS CIR, Orlando"
-,31,9-12,Ae Yop School,"7510 LAUREL HILL OAKS CIR, Orlando"
44,316,-,Air Base Elementary School,"12829 SW 272ND ST, Homestead"
55,404,K-5,Alafia Elementary School,"3535 CULBREATH RD, Valrico"
53,42,6-12,Alden Road Excep. Student Center School,"11780 ALDEN RD, Jacksonville"
42,110,9-12,Alee Academy Charter School,"755 S CENTRAL AVE, Umatilla"
74,110,9-12,Alee Academy Charter School,"1705 COUNTY ROAD 44, Eustis"
2,129,6-12,Alee Academy/Acer Night Prog. School,"755 S CENTRAL AVE, Umatilla"
54,534,K-5,Alexander Elementary School,"5602 N LOIS AVE, Tampa"
97,643,9-12,Alexander W Dreyfoos Junior Of The Arts School,"501 S SAPODILLA AVE, West Palm Beach"
25,402,PK-5,ARCADIA ELEMENTARY,"375 Spring Street, Arcadia"
26,310,PK-5,ARDEN ELEMENTARY,"1300 Ashley Street, "
24,469,PK-5,ARMSTRONG ELEMENTARY,"8601 White Horse Road, Berea"
79,"1,584",9-12,ASHLEY RIDGE HIGH,"9800 Delemar Highway, "
92,589,K-5,ASHLEY RIVER CREATIVE ARTS,"1871 Wallace School Road, Charleston"
88,480,K-5,AUGUSTA CIRCLE ELEMENTARY,"100 Winyah Street, "
67,705,PK-5,AYNOR ELEMENTARY,"516 Jordanville Road, Aynor"
72,708,9-12,AYNOR HIGH,"201 Jordanville Highway, "
61,614,6-8,AYNOR MIDDLE,"400 Frye Road, Aynor"
12,396,PK-5,B D LEE ELEMENTARY,"401 Overbrook Drive, "
-,"1,102",10-12,B J SKELTON CAREER CENTER,"1400 Griffin Mill Rd, Arial"
53,382,K-5,B-C GRAMMAR NUMBER 1 ELEMENTARY,"114 Hook Avenue, West Columbia"
64,274,6-8,Auburn Middle School,"4069 RINER RD, Riner"
-,215,K-5,Axton Elementary School,"1500 AXTON SCHOOL ROAD, Axton"
89,820,6-8,Azalea Middle School,"7721 AZALEA GARDENS RD, Norfolk"
-,542,PK-5,B. C. Charles Elementary School,"701 MENCHVILLE ROAD, Newport News"
-,871,PK-2,B. M. Williams Primary School,"1100 BATTLEFIELD BLVD N, Chesapeake"
85,414,K-5,Blackrock School,"12 LaCasa Drive, Coventry"
96,146,K-12,Block Island School,"High Street PO Box 1890, Block Island"
74,212,K-5,Bradford Elementary School,"15 Church Street, Bradford"
-,-,-,Bristol Warren School,"151 State Street, Bristol"
81,411,6-8,Broad Rock Middle School,"351 Broad Rock Road, Wakefield"
86,218,1-5,Brown Avenue School,"14 Brown Avenue, Johnston"
63,868,9-12,Burrillville High School,"425 East Avenue, Harrisville"
43,566,6-8,Burrillville Middle School,"2220 Bronco Highway, Harrisville"
-,-,-,Burrillville School,"2300 Bronco Highway, Harrisville"
53,215,K-4,Byfield School,"220 High Street, Bristol"
-,206,PK-K,Capt. G. Harold Hunt School,"14 Kendall Street, Central Falls"
85,272,K-5,Captain Isaac Paine Elementary School,"160 Foster Center Road, Foster"
56,131,PK-12,Adrian School,"301 MATADOR DR, Adrian"
-,-,9-12,Adult Basic Education School,"2221 LEGACY DR, Plano"
-,-,9-12,Adult Education School,"708 PALM BLVD, Brownsville"
-,-,8-12,Adult Education School,"1066 W MAGNOLIA, Fort Worth"
-,-,-,Adult Learning Center School,"1929 S 11TH, Abilene"
-,-,-,Adult/Community Lrn Center School,"121 S LEE TREVINO DR, El Paso"
-,-,9-12,Advanced Virtual Academy School,"4141 COSTA RICA, Houston"
37,"1,507",PK-12,Advantage Academy School,"618 W WHEATLAND RD, Dallas"
-,-,5-12,Aep Campus School,"105 W TUTT ST, Howe"
-,-,4-12,Aep High School,"919 CLOYD, Magnolia"
24,625,PK-5,Aer Silberstein Elementary School,"5940 HOLLIS AVE, Dallas"
-,-,-,Aged Parenting Program School,"6632 BANDERA RD PORTABLE 2, San Antonio"
63,81,PK-6,Bonesteel-Fairfax Elementary School,"410 BIRDSELL STREET, Bonesteel"
79,47,9-12,Bonesteel-Fairfax High School,"410 BIRDSELL STREET, Bonesteel"
-,18,7-8,Bonesteel-Fairfax Junior High School,"410 BIRDSELL STREET, Bonesteel"
40,73,PK-6,Bowdle Elementary School,"3083 2ND AVE, Bowdle"
-,35,9-12,Bowdle High School,"3083 2ND AVE, Bowdle"
-,20,7-8,Bowdle Junior High School,"3083 2ND AVE, Bowdle"
82,665,PK-5,Brandon Elementary School,"501 HOLLY BLVD, Brandon"
79,787,9-12,Brandon Valley High School,"301 S SPLITROCK BLVD, Brandon"
-,642,6-8,Brandon Valley Middle School,"700 HOLLY BLVD, Brandon"
-,-,K-8,Brentwood Colony School,"15442 343RD AVE, Faulkton"
14,8,K-5,Bridges At Horceman School,"1401 E 26TH ST, Sioux Falls"
42,300,K-5,Beech Bluff Elementary School,"4488 Beech Bluff Road, Beech Bluff"
91,530,K-5,Beech Elementary School,"3120 Long Hollow Parkway, Hendersonville"
76,"1,216",9-12,Beech Senior High School,"3126 Long Hollow Parkway, Hendersnville"
81,402,K-5,Bel Aire Elementary School,"500 Stone Boulevard, Tullahoma"
23,459,K-5,Belle Morris Elementary School,"2308 Washington Parkway, Knoxville"
34,330,7-9,Bellevue Junior High School,"575 South Bellevue, Memphis"
73,627,5-8,Bellevue Middle School,"655 Colice Jeanne Road, Nashville"
39,387,K-5,Bells Elementary School,"4532 Highway 88 South, Bells"
10,318,K-4,Bellshire Elementary Design Center School,"1128 Bell Grimes Lane, Nashville"
46,444,5-6,Bemis Intermediate School,"230 D Street, Jackson"
-,410,9-12,Benjamin L. Hooks Job Corps Academy School,"1555 McAlister Drive, Memphis"
43,725,K-5,Benny C. Bills Elementary School,"1030 Union School Road, Gallatin"
98,643,9-12,Alexander W Dreyfoos Junior Of The Arts School,"501 S SAPODILLA AVE, West Palm Beach"
33,"1,088",-,Alfred Adler Elementary School,"4401 38TH AVE N, St Petersburg"
46,377,6-8,Alfred I. Dupont Middle School,"2710 DUPONT AVE, Jacksonville"
83,48,6-8,Alice B. Landrum Middle School,"230 LANDRUM LANE, Ponte Vedra Beach"
63,441,-,Alimacani Elementary School,"2051 SAN PABLO RD S, Jacksonville"
49,597,K-5,Allamanda Elementary School,"10300 ALAMANDA DR, Palm Beach Gardens"
50,223,K-8,Allapattah Flats K-8 School,"4204 OKEECHOBEE RD, Fort Pierce"
45,647,6-8,Allapattah Middle School,"1331 NW 46TH ST, Miami"
7,647,6-8,Allapattah Middle School,"1331 NW 46TH ST, Miami"
78,319,9-12,Allen D Nease Senior High School,"10550 RAY ROAD, Ponte Vedra"
65,534,-,Allen Park Elementary School,"3345 CANELO DR, Fort Myers"
49,336,-,Allie Yniestra Elementary School,"2315 W JACKSON ST, Pensacola"
710,7-8,,7th & 8th Grade Center School,"402 NORTH 'S' STREET, Muskogee"
444,7-9,,8th & 9th Grade Center School,"303 NORTH BOONE, Elk City"
318,PK-5,,Academy Central Elementary School,"1789 W SEMINOLE ST, Tulsa"
376,3-4,,Academy Elementary School,"604 N. ACADEMY, Guymon"
98,742,K-5,BALLENTINE ELEMENTARY,"1040 Bickley Road, Columbia"
26,476,9-12,BAMBERG-EHRHARDT HIGH,"267 Red Raider Drive, Bamberg"
69,315,6-8,BAMBERG-EHRHARDT MIDDLE,"897 North St., Bamberg"
15,414,7-12,BAPTIST HILL HIGH,"5117 Baptist Hill Road, Hollywood"
-,414,9-12,BARNWELL COUNTY CAREER CENTER,"5214 Reynolds Road, "
15,575,4-6,BARNWELL ELEMENTARY,"10524 Marlboro Ave., Barnwell"
45,696,9-12,BARNWELL HIGH,"474 Jackson Street, Barnwell"
21,782,PK-3,BARNWELL PRIMARY,"734 Hagood Ave., Barnwell"
54,188,PK-5,BARON DEKALB ELEMENTARY,"2684 Baron DeKalb Rd., "
52,707,6-8,BATES MIDDLE,"715 Estate Street, "
40,449,3-5,BATESBURG-LEESVILLE ELEMENTARY,"403 S Lee St, Summit"
56,339,P-4,A C Houghton Elementary School,"1105 N Main Ave, Irrigon"
84,342,K-5,Abernethy Elementary School,"2421 SE Orange Ave, Portland"
91,524,K-6,Abraham Lincoln Elementary School,"3101 McLoughlin Dr, Medford"
46,150,K-5,Carey School,"32 Narragansett Avenue, Newport"
26,808,K-6,Carl G. Lauro Elementary School,"99 Kenyon Street, Providence"
92,385,K-6,Cedar Hill School,"35 Red Chimney Drive, Warwick"
-,-,-,Central Falls School,"21 Hedley Avenue, Central Falls"
7,948,9-12,Central Falls Senior High School,"24 Summer Street, Central Falls"
8,"1,236",8-12,Central High School,"70 Fricker Street, Providence"
48,247,PK-5,Centredale School,"41 Angell Avenue, North Providence"
70,"1,239",9-12,Chariho Regional High School,"Switch Road, Wood River Junction"
65,"1,117",5-8,Chariho Regional Middle School,"Switch Road, Wood River Junction"
-,-,-,Chariho School,"455A Switch Road, Wood River Junction"
48,432,EE-5,Agnes Cotton Elementary School,"1616 BLANCO RD, San Antonio"
59,869,7 8,Agnew Middle School,"729 WILKINSON DR, Mesquite"
36,154,EE-5,Agua Dulce Elementary School,"1 LONGHORN DR, Agua Dulce"
-,-,K-5,Bridges At Jefferson School,"1610 S LAKE AVE, Sioux Falls"
-,83,K-6,Bridgewater Elementary School,"510 N MAIN, Bridgewater"
30,56,9-12,Bridgewater High School,"510 N MAIN, Bridgewater"
-,41,PK-12,Bridgewater Junior High School,"510 N MAIN, Bridgewater"
-,-,PK-8,Bristol Elementary School,"500 S 3RD ST, Bristol"
-,-,9-12,Bristol High School,"500 S 3RD ST, Bristol"
-,-,PK-6,Britton Elementary School,"759 5TH ST, Britton"
-,-,9-12,Britton High School,"759 5TH ST, Britton"
-,-,7-8,Britton Junior High School,"759 5TH ST, Britton"
64,235,PK-6,Britton-Hecla Elementary School,"759 5TH ST, Britton"
12,168,9-12,Britton-Hecla High School,"759 5TH ST, Britton"
-,92,7-8,Britton-Hecla Junior High School,"759 5TH ST, Britton"
45,512,K-8,Benton Elementary School,"P. O. Box 190, Benton"
26,529,K-6,Berclair Elementary School,"810 N Perkins Road, Memphis"
26,573,K-5,Bess T Shepherd Elementary School,"7126 Tyner Road, Chattanooga"
9,433,K-5,Bethel Grove Elementary School,"2459 Arlington Avenue, Memphis"
52,498,K-8,Bethel Springs Elementary School,"4733 Main, Bethel Springs"
93,652,K-5,Bethesda Elementary School,"4907 Bethesda Road, Thompson Station"
82,253,K-5,Bethpage Elementary School,"420 Old Highway 31 E, Bethpage"
83,229,K-5,Big Ridge Elementary School,"3420 Hickory Val Road, Maynardville"
95,531,K-5,Big Ridge Elementary School,"5210 Cassandra Smith Road, Hixson"
43,238,K-5,Aloma Elementary School,"2949 SCARLET RD, Winter Park"
-,-,9-12,Aloma High Charter School,"495 N SEMORAN BLVD, Winter Park"
49,223,9-12,Alonso High School,"8302 MONTAGUE ST, Tampa"
219,PK-8,,Achille Elementary School,"201 NORTH 5TH AVENUE, Achille"
132,9-12,,Achille High School,"101 NORTH 5TH AVENUE, Achille"
560,9-12,,Ada High School,"1400 STADIUM DRIVE, Ada"
570,7-9,,Ada Junior School,"223 WEST 18TH STREET, Ada"
291,9-12,,Adair High School,"101 SOUTH HARLEY HUGHES AVE., Adair"
206,6-8,,Adair Ms School,"101 S. HARLEY HUGHES AVE, Adair"
486,PK-5,,Adams Elementary School,"817 DENISON DR., Norman"
171,K-5,,Adams Elementary School,"3501 NW FERRIS, Lawton"
542,PK-6,,Adams Elementary School,"3416 SW 37TH STREET, Oklahoma City"
293,PK-6,,Adams Elementary School,"2200 E. RANDOLPH, Enid"
262,PK-5,,Addams Elementary School,"5323 SOUTH 65TH  WEST AVENUE, Tulsa"
312,PK-8,,Afton Elementary School,"410 S MAIN, Afton"
145,9-12,,Afton High School,"410 S. MAIN, Afton"
50,556,9-12,BATESBURG-LEESVILLE HIGH,"600 Summerland Ave., Batesburg-Leesville"
55,427,6-8,BATESBURG-LEESVILLE MIDDLE,"425 Shealy Road, "
-,570,PK-2,BATESBURG-LEESVILLE PRIMARY,"800 Summerland Avenue, "
24,850,9-12,BATTERY CREEK HIGH,"1 Blue Dolphin Drive, "
55,621,PK-5,BEAUFORT ELEMENTARY,"1800 Prince Street, "
49,"1,594",9-12,BEAUFORT HIGH,"84 Sea Island Parkway, "
68,645,6-8,BEAUFORT MIDDLE,"2501 Mossy Oaks Road, "
82,"1,084",6-8,BECK ACADEMY,"901 Woodruff Road, Greenville"
94,"1,098",PK-5,BEECH HILL ELEMENTARY,"1001 Beech Hill Road, "
61,589,5-6,BEECH SPRINGS INTERMEDIATE,"200 S Danzler Road, "
34,685,6-8,BELL STREET MIDDLE,"600 Peachtree Street, Clinton"
84,"1,210",K-5,BELL'S CROSSING ELEMENTARY,"804 Scuffletown Road, Five Forks"
14,330,PK-6,1-Martin B Anderson School,"85 HILLSIDE AVE, Rochester"
16,752,K-6,12-James P B Duffy School,"999 SOUTH AVE, Rochester"
84,13,K-2,Abraham Lincoln Steps School,"2323 Siskiyou Blvd, Medford"
-,62,K-12,Academy For Character Education School,", "
-,2,9,Academy Of Alternatives School,"18201 SE Stark St, Portland"
28,112,9-11,Academy Of Arts And Academics School,"611 Main St, Springfield"
-,336,9-12,Academy Of International Studies (At Woodburn) School,"1785 N Front St, Woodburn"
-,83,1-6,Access Altenative Program - Portland School,"4013 NE 18th Ave, Portland"
-,1,11,Ace-Alternative Class For Education School,"755 S 7th St, Coos Bay"
63,417,6-8,Ackerman Middle School,"350 SE 13th Ave, Canby"
90,447,K-5,Adams Elementary School,"1615 SW 35th St, Corvallis"
83,202,K-5,Adams Elementary School,"950 W 22nd Ave, Eugene"
86,15,4-8,Adel Elementary School,"18286 Twenty Mile Rd, Adel"
-,132,PK-1,Charles Fortes Annex School,"65 Greenwich Street, Providence"
51,354,2-6,Charles N. Fortes Academy School,"234 Daboll Street, Providence"
